City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
351,Zaysan,KZ,47.4667,84.8667,-4.85,85,72,3.4,broken clouds
352,Bereda,ES,43.2686,-7.5406,46.92,100,11,2.98,few clouds
353,Praia,CV,14.9215,-23.5087,70.34,68,75,20.71,broken clouds
354,Namatanai,PG,-3.6667,152.4333,85.53,68,56,6.78,light rain
355,Marsabit,KE,2.3284,37.9899,66.4,49,100,6.04,overcast clouds
356,Alappuzha,IN,9.49,76.3264,74.79,80,76,5.82,broken clouds
357,Maceio,BR,-9.6658,-35.7353,80.04,89,20,4.61,few clouds
358,Cherrapunji,IN,25.3,91.7,38.68,65,0,3.31,clear sky
359,Camacha,PT,33.0833,-16.3333,55.53,88,40,8.05,scattered clouds
360,Melilla,ES,35.2937,-2.9383,57.58,82,0,9.22,clear sky
361,Demba,CD,-5.51,22.2667,68.13,90,98,1.12,overcast clouds
362,Beyneu,KZ,45.3167,55.2,31.06,92,100,7.29,overcast clouds
363,Chahal,GT,15.75,-89.5667,69.55,92,67,1.39,broken clouds
364,Hami,CN,42.8,93.45,21.85,45,3,2.66,clear sky
365,Benguela,AO,-12.5763,13.4055,78.55,77,100,6.89,light rain
366,Pemangkat,ID,1.1667,108.9667,78.55,84,100,5.7,overcast clouds
367,Matara,LK,5.9485,80.5353,71.71,85,14,6.42,few clouds
368,Laguna,US,38.421,-121.4238,66.04,47,0,1.99,clear sky
369,Laurentides,CA,46.4334,-74.9826,16.0,93,100,9.69,light snow
370,Pevek,RU,69.7008,170.3133,-27.45,99,29,3.4,scattered clouds
371,Muravlenko,RU,63.7898,74.523,8.2,94,99,14.36,overcast clouds
372,Acarau,BR,-2.8856,-40.12,76.23,86,100,8.21,overcast clouds
373,Omsukchan,RU,62.5333,155.8,-5.8,98,100,10.11,overcast clouds
374,Auki,SB,-8.7676,160.7034,78.48,90,100,5.06,overcast clouds
375,Ndioum,SN,16.5129,-14.6471,73.29,27,9,11.27,clear sky
376,Deputatskiy,RU,69.3,139.9,-22.59,98,31,4.0,scattered clouds
377,Eden,US,36.4885,-79.7667,38.48,64,0,0.0,clear sky
378,Mareeba,AU,-17.0,145.4333,82.49,86,95,2.28,overcast clouds
379,Brae,GB,60.3964,-1.353,40.91,73,48,11.56,scattered clouds
380,Kudahuvadhoo,MV,2.6708,72.8944,80.51,51,100,3.94,overcast clouds
381,Sabla,NG,12.7525,4.7077,66.0,21,0,15.14,clear sky
382,Jibuti,DJ,11.5,42.5,69.22,64,100,6.76,overcast clouds
383,Radomsko,PL,51.0671,19.4448,36.52,97,100,21.43,overcast clouds
384,Pimentel,PE,-6.8367,-79.9342,70.81,84,100,11.5,overcast clouds
385,Jardim,BR,-21.4803,-56.1381,75.22,80,100,3.33,overcast clouds
386,Tromso,NO,69.6496,18.957,25.38,93,100,10.36,shower snow
387,Nereju,RO,45.7167,26.7167,27.48,79,99,6.6,overcast clouds
388,Misratah,LY,32.3754,15.0925,53.56,62,35,9.26,scattered clouds
389,Gat,IL,31.61,34.7642,47.91,100,100,11.05,overcast clouds
390,Ailigandi,PA,9.2333,-78.0167,78.35,84,83,13.38,broken clouds
391,Ulaanbaatar,MN,47.9077,106.8832,-25.47,68,5,2.24,clear sky
392,Hirara,JP,24.8,125.2833,71.46,83,75,12.66,broken clouds
393,Jalu,LY,29.0331,21.5482,49.95,73,98,6.4,overcast clouds
394,Tupik,RU,54.4253,119.9327,-12.32,92,14,3.6,few clouds
395,Douala,CM,4.0483,9.7043,76.91,100,75,2.3,broken clouds
396,Belmonte,BR,-15.8631,-38.8828,77.5,86,99,6.62,overcast clouds
397,Kautokeino,NO,69.0125,23.0412,12.97,95,100,2.15,light snow
398,Filadelfia,US,39.9523,-75.1638,29.01,54,0,3.44,clear sky
399,Batagay,RU,67.6333,134.6333,-27.71,97,79,4.72,broken clouds
400,Tautira,PF,-17.7333,-149.15,82.42,76,22,17.9,light rain
401,Katsuura,JP,35.1333,140.3,47.1,97,100,9.48,overcast clouds
402,Barmer,IN,25.75,71.3833,53.4,29,0,4.0,clear sky
403,Ratnagiri,IN,16.9833,73.3,71.65,46,0,10.47,clear sky
404,Bikaner,IN,28.0167,73.3,54.03,27,0,3.83,clear sky
405,Merauke,ID,-8.4667,140.3333,85.05,68,100,7.34,overcast clouds
406,Corinto,GR,37.9407,22.9573,43.68,77,0,3.4,clear sky
407,Enugu,NG,6.4402,7.4943,72.48,23,0,2.91,clear sky
408,Inhambane,MZ,-23.865,35.3833,75.79,81,63,7.27,broken clouds
409,Pecangakan,ID,-6.9302,109.1188,80.67,80,100,1.79,overcast clouds
410,Opuwo,NA,-18.0607,13.84,72.59,64,100,6.42,overcast clouds
411,Gambela,ET,8.25,34.5833,77.47,36,67,1.45,broken clouds
412,Ladyzhyn,UA,48.685,29.2368,31.14,84,100,9.57,overcast clouds
413,Kudligi,IN,14.9,76.3833,63.75,75,6,10.78,clear sky
414,Ambulu,ID,-8.345,113.6058,81.07,82,69,2.44,broken clouds
415,Christchurch,NZ,-43.5333,172.6333,66.33,57,20,3.0,few clouds
416,Huambo,AO,-12.7761,15.7392,59.0,98,100,2.26,light rain
417,Darnah,LY,32.767,22.6367,55.24,70,61,19.3,broken clouds
418,Sisimiut,GL,66.9395,-53.6735,5.18,82,100,15.52,overcast clouds
419,Weatherford,US,32.7593,-97.7972,48.76,62,84,1.99,broken clouds
420,Iskateley,RU,67.6803,53.1512,8.4,95,96,12.53,overcast clouds
421,Salinas,US,36.6777,-121.6555,70.0,53,0,14.97,clear sky
422,Constantine,DZ,36.365,6.6147,35.01,86,0,2.3,clear sky
423,Okhotsk,RU,59.3833,143.3,-2.04,80,100,18.7,overcast clouds
424,Terrace,CA,54.5163,-128.6035,31.91,93,75,4.61,broken clouds
425,Apollonia,GR,36.9716,24.7231,44.91,54,7,10.31,clear sky
426,Chicama,PE,-7.8447,-79.1469,68.54,79,100,6.04,overcast clouds
427,Iringa,TZ,-7.7667,35.7,59.83,96,100,2.75,light rain
428,Kurilsk,RU,45.2333,147.8833,22.59,63,100,12.75,overcast clouds
429,Cidreira,BR,-30.1811,-50.2056,71.85,65,84,12.73,broken clouds
430,Honningsvag,NO,70.9821,25.9704,29.62,77,100,14.43,snow
431,Kholtoson,RU,50.2981,103.3097,-11.9,100,56,1.34,broken clouds
432,Rybnoye,RU,54.7256,39.5119,6.31,94,25,10.74,scattered clouds
433,Afrikanda,RU,67.4429,32.7828,5.56,99,100,1.32,overcast clouds
434,Hiranagar,IN,32.45,75.2667,43.86,65,0,0.27,clear sky
435,Avera,US,33.194,-82.5271,43.72,45,26,5.91,scattered clouds
436,Onguday,RU,50.75,86.15,-15.7,99,46,2.59,scattered clouds
437,Bitkine,TD,11.9801,18.2138,66.04,22,100,8.63,overcast clouds
438,Reinosa,ES,42.9996,-4.138,36.21,59,0,4.38,clear sky
439,Kita,ML,13.0349,-9.4895,74.8,14,5,2.53,clear sky
440,Yanam,IN,16.7333,82.2167,70.36,78,86,6.17,overcast clouds
441,Lar,IN,26.2039,83.9717,47.55,87,11,7.14,few clouds
442,Sorsk,RU,54.0033,90.2467,-9.62,98,39,3.0,scattered clouds
443,Ondarroa,ES,43.3167,-2.4167,44.64,85,3,2.71,clear sky
444,Bedele,ET,8.456,36.353,57.52,57,95,2.48,overcast clouds
445,Husavik,IS,66.0449,-17.3389,33.71,80,100,14.23,overcast clouds
446,Emba,KZ,48.8264,58.1442,14.54,91,100,10.96,overcast clouds
447,Trinidad,BO,-14.8333,-64.9,76.91,89,74,3.8,broken clouds
448,Qaqortoq,GL,60.7167,-46.0333,18.1,89,5,5.3,clear sky
449,Blagodatnoye,RU,45.3997,42.5867,22.12,96,91,5.7,overcast clouds
450,Lanzhou,CN,36.0564,103.7922,15.08,92,100,1.01,light snow
451,Lisala,CD,2.15,21.5167,69.49,47,92,1.03,overcast clouds
452,Aswan,EG,24.0934,32.907,44.31,49,5,10.33,clear sky
453,Stepnogorsk,KZ,52.3544,71.8869,2.55,86,100,7.36,overcast clouds
454,Tougue,GN,11.4667,-11.6,67.19,22,45,2.84,scattered clouds
455,Roma,US,43.2128,-75.4557,29.03,52,100,8.05,overcast clouds
456,Oktyabrskoye,RU,43.0645,44.7417,21.34,100,97,4.47,mist
457,Ginir,ET,7.1333,40.7,56.41,30,77,5.44,broken clouds
458,Caapucu,PY,-26.2167,-57.2,76.95,67,100,11.92,overcast clouds
459,Tlapacoyan,MX,19.9667,-97.2167,63.03,98,100,0.58,overcast clouds
460,Pietersburg,ZA,-23.9045,29.4688,65.25,88,95,3.44,overcast clouds
461,Kijang,KR,35.2442,129.2139,38.93,22,57,3.62,broken clouds
462,Hambantota,LK,6.1241,81.1185,66.54,100,0,1.14,clear sky
463,Havre-Saint-Pierre,CA,50.2334,-63.5986,19.4,62,100,14.97,overcast clouds
464,Cortland,US,42.6001,-76.083,26.2,54,100,10.36,overcast clouds
465,Muros,ES,42.7762,-9.0603,47.08,79,0,11.07,clear sky
466,Goianesia,BR,-15.3175,-49.1175,67.37,95,7,2.35,clear sky
467,Maunabo,PR,18.0072,-65.8993,76.84,82,0,8.12,clear sky
468,Mmabatho,ZA,-25.85,25.6333,69.76,78,92,3.44,overcast clouds
469,Tias,ES,28.9611,-13.645,55.15,67,20,10.36,few clouds
470,Chilca,PE,-12.5211,-76.7372,71.76,89,100,6.15,overcast clouds
471,Waingapu,ID,-9.6567,120.2641,83.61,72,100,12.24,overcast clouds
472,Onokhoy,RU,51.932,108.0747,-25.29,100,66,1.79,broken clouds
473,Suleya,RU,55.1352,58.8792,-0.85,98,94,3.27,overcast clouds
474,Novikovo,RU,51.1537,37.8879,-1.1,100,100,5.14,light snow
475,Zhigalovo,RU,54.8097,105.1578,-22.99,100,93,0.54,overcast clouds
476,Yeppoon,AU,-23.1333,150.7333,83.98,61,85,16.6,overcast clouds
477,Ullapool,GB,57.8987,-5.1604,45.36,86,100,9.01,overcast clouds
478,Mehamn,NO,71.0357,27.8492,28.69,91,100,9.24,snow
479,Caraballeda,VE,10.6112,-66.8522,74.64,89,20,6.02,few clouds
480,Necochea,AR,-38.5473,-58.7368,60.04,72,0,4.76,clear sky
481,Jutai,BR,-5.1833,-68.9,74.68,97,100,1.57,overcast clouds
482,Trairi,BR,-3.2778,-39.2689,74.73,91,100,5.86,overcast clouds
483,Chodavaram,IN,17.8333,82.95,69.64,83,7,3.18,clear sky
484,Wajid,SO,3.8093,43.2471,74.25,35,100,13.51,overcast clouds
485,Gushikawa,JP,26.3544,127.8686,67.23,94,0,6.91,clear sky
486,Payo,ID,-3.7508,103.6372,75.42,89,30,1.86,scattered clouds
487,Bilibino,RU,68.0546,166.4372,-16.82,95,78,3.29,broken clouds
488,Dubbo,AU,-32.25,148.6167,77.13,69,100,8.05,overcast clouds
489,Nouakchott,MR,18.0858,-15.9785,66.13,64,87,14.18,overcast clouds
490,Gaozhou,CN,21.9392,110.8461,68.85,77,1,3.15,clear sky
491,Meulaboh,ID,4.1363,96.1285,77.38,87,72,3.49,broken clouds
492,Boldumsaz,TM,42.1282,59.671,33.85,65,100,2.37,overcast clouds
493,Lamu,KE,-2.2717,40.902,77.22,87,40,6.11,scattered clouds
494,Delijan,IR,33.9905,50.6838,33.98,51,0,5.5,clear sky
495,Ust-Maya,RU,60.4167,134.5333,-35.63,98,74,0.07,broken clouds
496,Hobyo,SO,5.3505,48.5268,75.96,72,100,19.3,overcast clouds
497,Statesboro,US,32.4488,-81.7832,44.47,60,0,0.0,clear sky
498,Tevaitoa,PF,-16.7833,-151.5,80.87,76,20,16.24,light rain
499,Daru,PG,-9.0763,143.2092,83.57,69,100,5.77,overcast clouds
500,Amberley,US,39.2048,-84.428,35.11,67,100,1.99,overcast clouds
501,Hearst,CA,49.6835,-83.6665,-7.35,90,100,9.48,overcast clouds
502,Pitkyaranta,RU,61.5734,31.4792,19.15,96,100,7.31,overcast clouds
503,Fortuna,US,40.5982,-124.1573,58.08,70,0,4.0,clear sky
504,Ust-Nera,RU,64.5667,143.2,-24.83,97,100,1.92,overcast clouds
505,Whitehorse,CA,60.7161,-135.0538,29.17,80,100,20.71,overcast clouds
506,Give,DK,55.8398,9.25,40.89,70,20,23.02,few clouds
507,Pitimbu,BR,-7.4706,-34.8086,77.59,79,96,6.67,overcast clouds
508,Dornach,CH,47.4804,7.6164,38.17,86,100,2.3,overcast clouds
509,Asekeyevo,RU,53.5742,52.7972,-5.78,100,100,2.84,overcast clouds
510,Okha,RU,53.5739,142.9478,-8.73,94,29,13.82,scattered clouds
511,Ostrovnoy,RU,68.0531,39.5131,17.26,90,100,9.57,overcast clouds
512,Noumea,NC,-22.2763,166.4572,81.0,99,92,12.66,moderate rain
513,Marang,MY,5.2056,103.2059,73.31,77,100,0.65,overcast clouds
514,Taurage,LT,55.2522,22.2897,36.46,97,100,16.91,light rain
515,Cayambe,EC,0.05,-78.1333,51.06,91,100,0.49,moderate rain
516,Mayo,US,38.8876,-76.5119,34.2,65,0,1.01,clear sky
517,Nago,JP,26.5881,127.9761,68.07,79,87,9.91,overcast clouds
518,Saryg-Sep,RU,51.5,95.6,-8.36,99,100,1.16,overcast clouds
519,Chara,RU,56.9064,118.2631,-13.04,86,50,1.01,scattered clouds
520,Ust-Kulom,RU,61.6864,53.6902,0.46,99,99,4.05,overcast clouds
521,Bakchar,RU,57.0186,82.0711,-6.81,99,100,5.12,overcast clouds
522,Grindavik,IS,63.8424,-22.4338,41.47,93,100,24.16,overcast clouds
523,Seoul,KR,37.5683,126.9778,26.2,56,0,6.91,clear sky
524,Antalaha,MG,-14.9003,50.2788,73.11,83,87,6.35,overcast clouds
525,Baglan,AF,36.1307,68.7083,46.67,31,100,3.13,overcast clouds
526,Olafsvik,IS,64.8945,-23.7142,40.77,96,100,30.94,overcast clouds
527,Narsaq,GL,60.9167,-46.05,17.82,89,14,6.53,few clouds
528,Tandalti,SD,13.0167,31.8667,60.17,21,1,16.33,clear sky
529,Naryan-Mar,RU,67.6713,53.087,8.58,95,96,12.48,overcast clouds
530,Ketchikan,US,55.3422,-131.6461,43.27,70,75,14.97,broken clouds
531,Bantou,CN,26.2151,117.4893,56.01,85,100,3.53,overcast clouds
532,Carbondale,US,37.7273,-89.2168,36.03,60,100,4.61,overcast clouds
533,Potosi,BO,-19.5836,-65.7531,47.57,76,99,4.68,overcast clouds
534,Kaoma,ZM,-14.7833,24.8,63.68,97,100,4.83,overcast clouds
535,Svetlogorsk,BY,52.6333,29.7333,31.21,95,100,14.34,light snow
536,Gumdag,TM,39.2061,54.5906,44.76,86,100,17.47,overcast clouds
537,Altay,CN,47.8667,88.1167,-1.86,71,8,8.05,clear sky
538,Cairns,AU,-16.9167,145.7667,87.12,76,100,1.14,overcast clouds
539,Hwange,ZW,-18.3693,26.5019,66.79,99,100,3.67,overcast clouds
540,Kiunga,PG,-6.1219,141.2906,89.6,55,84,1.63,broken clouds
541,Mizdah,LY,31.4451,12.9801,42.13,67,11,2.3,few clouds
542,Poddorye,RU,57.4695,31.1156,31.14,97,100,11.18,snow
543,Nouadhibou,MR,20.931,-17.0347,62.58,82,100,16.11,overcast clouds
544,Pamplona,ES,42.8169,-1.6432,41.18,77,0,0.0,clear sky
545,Jiaozhou,CN,36.2839,120.0033,24.76,53,97,5.68,overcast clouds
546,Kankan,GN,10.3854,-9.3057,74.48,19,40,2.1,scattered clouds
547,Kununurra,AU,-15.7667,128.7333,82.38,83,40,5.75,scattered clouds
548,Hasaki,JP,35.7333,140.8333,41.4,57,100,4.79,overcast clouds
549,Zheleznodorozhnyy,RU,55.7503,38.0042,18.12,94,99,9.71,snow
550,Chisindia,RO,46.2833,22.1,32.99,97,100,4.52,light snow
551,Imbituba,BR,-28.24,-48.6703,73.81,84,100,14.25,light rain
552,Saint-Pierre,RE,-21.3393,55.4781,73.08,73,75,5.75,broken clouds
553,Adeje,ES,28.1227,-16.726,58.3,62,75,1.99,broken clouds
554,Cayenne,GF,4.9333,-52.3333,71.64,100,75,0.0,broken clouds
555,Kabalo,CD,-6.05,26.9167,66.29,98,100,2.64,overcast clouds
556,Zhongxing,CN,33.7039,118.6792,34.43,53,100,11.97,overcast clouds
557,Sobolevo,RU,54.4299,31.8996,29.16,97,100,15.14,snow
558,Aykhal,RU,66.0,111.5,-16.92,99,22,6.58,few clouds
559,Sitka,US,57.0531,-135.33,42.69,75,100,16.11,moderate rain
560,Ibra,OM,22.6906,58.5334,61.39,40,0,3.4,clear sky
561,Ibotirama,BR,-12.1853,-43.2206,69.15,93,98,2.37,overcast clouds
562,Derbent,RU,42.0678,48.2899,35.38,86,98,11.54,overcast clouds
563,Sonderso,DK,55.4853,10.2554,42.51,65,5,26.84,clear sky
564,Koudougou,BF,12.25,-2.3667,72.12,16,6,10.96,clear sky
565,Skelleftea,SE,64.7507,20.9528,25.16,69,100,1.01,overcast clouds
566,Mokhotlong,LS,-29.2894,29.0675,55.89,82,85,0.63,overcast clouds
567,Berdigestyakh,RU,62.0989,126.6992,-10.93,98,100,3.8,overcast clouds
568,Tchamba,TG,9.0333,1.4167,79.03,20,5,5.37,clear sky
569,Kochevo,RU,59.5994,54.3125,5.0,96,97,5.37,overcast clouds
570,Ende,ID,-8.8432,121.6623,82.11,80,100,4.83,overcast clouds
571,Saint-Joseph,RE,-21.3667,55.6167,71.98,83,58,8.86,light rain
572,Glubokiy,RU,48.5217,40.3258,4.69,100,99,2.68,overcast clouds
573,Langsa,ID,4.4683,97.9683,75.51,91,57,1.57,broken clouds
574,Linxia,CN,35.6003,103.2064,17.04,93,100,1.59,overcast clouds
575,Taos,US,36.4072,-105.5731,29.26,63,20,17.0,few clouds
576,Bingol,TR,38.8847,40.4939,7.68,87,15,5.7,few clouds
577,Camocim,BR,-2.9022,-40.8411,75.33,87,100,7.87,overcast clouds
578,Vorukh,TJ,39.8494,70.5838,30.81,43,100,9.4,overcast clouds
579,Oussouye,SN,12.485,-16.5469,73.58,61,10,6.26,clear sky
580,Zhoucheng,CN,35.9122,116.3117,33.62,47,100,4.0,overcast clouds
